COG ID	Catergory Code	Catergory	
COG2419	J	Translation, ribosomal structure and biogenesis	
COG2428	J	Translation, ribosomal structure and biogenesis	
COG2451	J	Translation, ribosomal structure and biogenesis	
COG2501	J	Translation, ribosomal structure and biogenesis	
COG2511	J	Translation, ribosomal structure and biogenesis	
COG2519	J	Translation, ribosomal structure and biogenesis	
COG2520	J	Translation, ribosomal structure and biogenesis	
COG2603	J	Translation, ribosomal structure and biogenesis	
COG2606	J	Translation, ribosomal structure and biogenesis	
COG2813	J	Translation, ribosomal structure and biogenesis	
COG2850	J	Translation, ribosomal structure and biogenesis	
COG2867	J	Translation, ribosomal structure and biogenesis	
COG2872	J	Translation, ribosomal structure and biogenesis	
COG2890	J	Translation, ribosomal structure and biogenesis	
COG2892	J	Translation, ribosomal structure and biogenesis	
COG2904	J	Translation, ribosomal structure and biogenesis	
COG2933	J	Translation, ribosomal structure and biogenesis	
COG2961	J	Translation, ribosomal structure and biogenesis	
COG3028	J	Translation, ribosomal structure and biogenesis	
COG3036	J	Translation, ribosomal structure and biogenesis	
COG3041	J	Translation, ribosomal structure and biogenesis	
COG3076	J	Translation, ribosomal structure and biogenesis	
COG3078	J	Translation, ribosomal structure and biogenesis	
COG3101	J	Translation, ribosomal structure and biogenesis	
COG3129	J	Translation, ribosomal structure and biogenesis	
COG3130	J	Translation, ribosomal structure and biogenesis	
COG3231	J	Translation, ribosomal structure and biogenesis	
COG3270	J	Translation, ribosomal structure and biogenesis	
COG3276	J	Translation, ribosomal structure and biogenesis	
COG3277	J	Translation, ribosomal structure and biogenesis	
COG3481	J	Translation, ribosomal structure and biogenesis	
COG3642	J	Translation, ribosomal structure and biogenesis	
COG3719	J	Translation, ribosomal structure and biogenesis	
COG3751	J	Translation, ribosomal structure and biogenesis	
COG4021	J	Translation, ribosomal structure and biogenesis	
COG4080	J	Translation, ribosomal structure and biogenesis	
COG4088	J	Translation, ribosomal structure and biogenesis	
COG4108	J	Translation, ribosomal structure and biogenesis	
COG4121	J	Translation, ribosomal structure and biogenesis	
COG4123	J	Translation, ribosomal structure and biogenesis	
COG4352	J	Translation, ribosomal structure and biogenesis	
COG4445	J	Translation, ribosomal structure and biogenesis	
COG4575	J	Translation, ribosomal structure and biogenesis	
COG4680	J	Translation, ribosomal structure and biogenesis	
COG4694	J	Translation, ribosomal structure and biogenesis	
COG4725	J	Translation, ribosomal structure and biogenesis	
COG4830	J	Translation, ribosomal structure and biogenesis	
COG4901	J	Translation, ribosomal structure and biogenesis	
COG4919	J	Translation, ribosomal structure and biogenesis	
COG4937	J	Translation, ribosomal structure and biogenesis	
COG5256	J	Translation, ribosomal structure and biogenesis	
COG5257	J	Translation, ribosomal structure and biogenesis	
COG5270	J	Translation, ribosomal structure and biogenesis	
COG5271	J	Translation, ribosomal structure and biogenesis	
COG5324	J	Translation, ribosomal structure and biogenesis	
COG5384	J	Translation, ribosomal structure and biogenesis	
COG5459	J	Translation, ribosomal structure and biogenesis	
COG0085	K	Transcription	
COG0086	K	Transcription	
COG0195	K	Transcription	
COG0202	K	Transcription	
COG0217	K	Transcription	
COG0250	K	Transcription	
COG0317	K	Transcription	
COG0454	K	Transcription	
COG0553	K	Transcription	
COG0557	K	Transcription	
COG0568	K	Transcription	
COG0571	K	Transcription	
COG0583	K	Transcription	
COG0640	K	Transcription	
COG0745	K	Transcription	
COG0750	K	Transcription	
COG0781	K	Transcription	
COG0782	K	Transcription	
COG0789	K	Transcription	
COG0816	K	Transcription	
COG0864	K	Transcription	
COG1061	K	Transcription	
COG1095	K	Transcription	
COG1158	K	Transcription	
COG1167	K	Transcription	
COG1191	K	Transcription	
COG1197	K	Transcription	
COG1221	K	Transcription	
COG1224	K	Transcription	
COG1243	K	Transcription	
COG1278	K	Transcription	
COG1308	K	Transcription	
COG1309	K	Transcription	
COG1318	K	Transcription	
COG1321	K	Transcription	
COG1327	K	Transcription	
COG1329	K	Transcription	
COG1349	K	Transcription	
COG1356	K	Transcription	
COG1378	K	Transcription	
COG1386	K	Transcription	
COG1395	K	Transcription	
COG1396	K	Transcription	
COG1405	K	Transcription	
COG1414	K	Transcription	
COG1420	K	Transcription	
COG1438	K	Transcription	
COG1460	K	Transcription	
COG1476	K	Transcription	
COG1481	K	Transcription	
COG1497	K	Transcription	
COG1508	K	Transcription	
COG1510	K	Transcription	
COG1522	K	Transcription	
COG1581	K	Transcription	
COG1594	K	Transcription	
COG1595	K	Transcription	
COG1609	K	Transcription	
COG1644	K	Transcription	
COG1654	K	Transcription	
COG1675	K	Transcription	
COG1678	K	Transcription	
COG1693	K	Transcription	
COG1695	K	Transcription	
COG1709	K	Transcription	
COG1725	K	Transcription	
COG1733	K	Transcription	
COG1737	K	Transcription	
COG1758	K	Transcription	
COG1761	K	Transcription	
COG1777	K	Transcription	
COG1802	K	Transcription	
COG1827	K	Transcription	
COG1842	K	Transcription	
COG1846	K	Transcription	
COG1937	K	Transcription	
COG1940	K	Transcription	
COG1954	K	Transcription	
COG1958	K	Transcription	
COG1959	K	Transcription	
COG1974	K	Transcription	
COG1983	K	Transcription	
COG1996	K	Transcription	
COG2002	K	Transcription	
COG2005	K	Transcription	
COG2012	K	Transcription	
COG2093	K	Transcription	
COG2101	K	Transcription	
COG2183	K	Transcription	
COG2186	K	Transcription	
COG2188	K	Transcription	
COG2197	K	Transcription	
COG2207	K	Transcription	
COG2208	K	Transcription	
COG2214	K	Transcription	
COG2315	K	Transcription	
COG2344	K	Transcription	
COG2345	K	Transcription	
COG2378	K	Transcription	
COG2390	K	Transcription	
COG2508	K	Transcription	
COG2524	K	Transcription	
COG2732	K	Transcription	
COG2739	K	Transcription	
COG2747	K	Transcription	
COG2771	K	Transcription	
COG2824	K	Transcription	
COG2865	K	Transcription	
COG2901	K	Transcription	
COG2909	K	Transcription	
COG2916	K	Transcription	
COG2944	K	Transcription	
COG2964	K	Transcription	
COG2973	K	Transcription	
COG3060	K	Transcription	
COG3070	K	Transcription	
COG3160	K	Transcription	
COG3177	K	Transcription	
COG3226	K	Transcription	
COG3279	K	Transcription	
COG3283	K	Transcription	
COG3284	K	Transcription	
COG3311	K	Transcription	
COG3327	K	Transcription	
COG3343	K	Transcription	
COG3355	K	Transcription	
COG3357	K	Transcription	
COG3373	K	Transcription	
COG3388	K	Transcription	
COG3398	K	Transcription	
COG3423	K	Transcription	
COG3432	K	Transcription	
COG3604	K	Transcription	
COG3609	K	Transcription	
COG3620	K	Transcription	
COG3655	K	Transcription	
COG3682	K	Transcription	
COG3695	K	Transcription	
COG3706	K	Transcription	
COG3707	K	Transcription	
COG3708	K	Transcription	
COG3710	K	Transcription	
COG3711	K	Transcription	
COG3722	K	Transcription	
COG3829	K	Transcription	
COG3831	K	Transcription	
COG3835	K	Transcription	
COG3888	K	Transcription	
COG3901	K	Transcription	
COG3905	K	Transcription	
COG3933	K	Transcription	
COG3947	K	Transcription	
COG4008	K	Transcription	
COG4109	K	Transcription	
COG4189	K	Transcription	
COG4190	K	Transcription	
COG4197	K	Transcription	
COG4344	K	Transcription	
COG4463	K	Transcription	
COG4465	K	Transcription	
COG4512	K	Transcription	
COG4533	K	Transcription	
COG4565	K	Transcription	
COG4566	K	Transcription	
COG4567	K	Transcription	
COG4568	K	Transcription	
COG4578	K	Transcription	
COG4650	K	Transcription	
COG4738	K	Transcription	
COG4742	K	Transcription	
COG4753	K	Transcription	
COG4776	K	Transcription	
COG4800	K	Transcription	
COG4860	K	Transcription	
COG4862	K	Transcription	
COG4871	K	Transcription	
COG4886	K	Transcription	
COG4888	K	Transcription	
COG4903	K	Transcription	
COG4933	K	Transcription	
COG4941	K	Transcription	
COG4957	K	Transcription	
COG4977	K	Transcription	
COG5033	K	Transcription	
COG5108	K	Transcription	
COG5164	K	Transcription	
COG5190	K	Transcription	
COG5304	K	Transcription	
COG5406	K	Transcription	
COG5414	K	Transcription	
COG5450	K	Transcription	
COG5503	K	Transcription	
COG5566	K	Transcription	
COG5624	K	Transcription	
COG5625	K	Transcription	
COG5631	K	Transcription	
COG5662	K	Transcription	
COG5665	K	Transcription	
COG0122	L	Replication, recombination and repair	
COG0164	L	Replication, recombination and repair	
COG0177	L	Replication, recombination and repair	
COG0178	L	Replication, recombination and repair	
COG0187	L	Replication, recombination and repair	
COG0188	L	Replication, recombination and repair	
COG0210	L	Replication, recombination and repair	
COG0249	L	Replication, recombination and repair	
COG0258	L	Replication, recombination and repair	
COG0266	L	Replication, recombination and repair	
COG0270	L	Replication, recombination and repair	
COG0272	L	Replication, recombination and repair	
COG0305	L	Replication, recombination and repair	
COG0322	L	Replication, recombination and repair	
COG0323	L	Replication, recombination and repair	
COG0328	L	Replication, recombination and repair	
COG0338	L	Replication, recombination and repair	
COG0350	L	Replication, recombination and repair	
COG0353	L	Replication, recombination and repair	
COG0358	L	Replication, recombination and repair	
COG0389	L	Replication, recombination and repair	
COG0415	L	Replication, recombination and repair	
COG0417	L	Replication, recombination and repair	
COG0419	L	Replication, recombination and repair	
COG0420	L	Replication, recombination and repair	
COG0433	L	Replication, recombination and repair	
COG0468	L	Replication, recombination and repair	
COG0470	L	Replication, recombination and repair	
COG0496	L	Replication, recombination and repair	
COG0497	L	Replication, recombination and repair	
COG0507	L	Replication, recombination and repair	
COG0513	L	Replication, recombination and repair	
COG0514	L	Replication, recombination and repair	
COG0536	L	Replication, recombination and repair	
COG0550	L	Replication, recombination and repair	
COG0551	L	Replication, recombination and repair	
COG0553	L	Replication, recombination and repair	
COG0556	L	Replication, recombination and repair	
COG0582	L	Replication, recombination and repair	
COG0587	L	Replication, recombination and repair	
COG0592	L	Replication, recombination and repair	
COG0593	L	Replication, recombination and repair	
COG0608	L	Replication, recombination and repair	
COG0629	L	Replication, recombination and repair	
COG0632	L	Replication, recombination and repair	
COG0648	L	Replication, recombination and repair	
COG0692	L	Replication, recombination and repair	
COG0699	L	Replication, recombination and repair	
COG0708	L	Replication, recombination and repair	
COG0749	L	Replication, recombination and repair	
COG0758	L	Replication, recombination and repair	
COG0776	L	Replication, recombination and repair	
COG0792	L	Replication, recombination and repair	
COG0817	L	Replication, recombination and repair	
COG0827	L	Replication, recombination and repair	
COG0847	L	Replication, recombination and repair	
COG0863	L	Replication, recombination and repair	
COG1039	L	Replication, recombination and repair	
COG1059	L	Replication, recombination and repair	
COG1061	L	Replication, recombination and repair	
COG1074	L	Replication, recombination and repair	
COG1107	L	Replication, recombination and repair	
COG1110	L	Replication, recombination and repair	
COG1111	L	Replication, recombination and repair	
COG1112	L	Replication, recombination and repair	
COG1193	L	Replication, recombination and repair	
COG1194	L	Replication, recombination and repair	
COG1195	L	Replication, recombination and repair	
COG1197	L	Replication, recombination and repair	
COG1198	L	Replication, recombination and repair	
COG1199	L	Replication, recombination and repair	
COG1200	L	Replication, recombination and repair	
COG1201	L	Replication, recombination and repair	
COG1202	L	Replication, recombination and repair	
COG1204	L	Replication, recombination and repair	
COG1205	L	Replication, recombination and repair	
COG1241	L	Replication, recombination and repair	
COG1273	L	Replication, recombination and repair	
COG1311	L	Replication, recombination and repair	
COG1322	L	Replication, recombination and repair	
COG1330	L	Replication, recombination and repair	
COG1354	L	Replication, recombination and repair	
COG1372	L	Replication, recombination and repair	
COG1381	L	Replication, recombination and repair	
COG1389	L	Replication, recombination and repair	
COG1423	L	Replication, recombination and repair	
COG1466	L	Replication, recombination and repair	
COG1467	L	Replication, recombination and repair	
COG1474	L	Replication, recombination and repair	
COG1484	L	Replication, recombination and repair	
COG1515	L	Replication, recombination and repair	
COG1525	L	Replication, recombination and repair	
COG1533	L	Replication, recombination and repair	
COG1555	L	Replication, recombination and repair	
COG1570	L	Replication, recombination and repair	
COG1573	L	Replication, recombination and repair	
COG1591	L	Replication, recombination and repair	
COG1599	L	Replication, recombination and repair	
COG1630	L	Replication, recombination and repair	
COG1637	L	Replication, recombination and repair	
COG1697	L	Replication, recombination and repair	
COG1711	L	Replication, recombination and repair	
COG1722	L	Replication, recombination and repair	
COG1743	L	Replication, recombination and repair	
COG1793	L	Replication, recombination and repair	
COG1796	L	Replication, recombination and repair	
COG1860	L	Replication, recombination and repair	
COG1933	L	Replication, recombination and repair	
COG1948	L	Replication, recombination and repair	
COG1961	L	Replication, recombination and repair	
COG2003	L	Replication, recombination and repair	
COG2094	L	Replication, recombination and repair	
COG2169	L	Replication, recombination and repair	
COG2176	L	Replication, recombination and repair	
COG2189	L	Replication, recombination and repair	
COG2219	L	Replication, recombination and repair	
COG2255	L	Replication, recombination and repair	
COG2256	L	Replication, recombination and repair	
COG2356	L	Replication, recombination and repair	
COG2812	L	Replication, recombination and repair	
COG2818	L	Replication, recombination and repair	
COG2827	L	Replication, recombination and repair	
COG2840	L	Replication, recombination and repair	
COG2852	L	Replication, recombination and repair	
COG2887	L	Replication, recombination and repair	
COG2925	L	Replication, recombination and repair	
COG2927	L	Replication, recombination and repair	
COG2946	L	Replication, recombination and repair	
COG2965	L	Replication, recombination and repair	
COG2974	L	Replication, recombination and repair	
