COG ID	COG Name	Isolate Genome Count	Metagenome Count	
COG1577	Mevalonate kinase	13461	6419	
COG1578	Uncharacterized conserved protein, contains ATP-grasp and redox domains	1294	4729	
COG1579	Predicted  nucleic acid-binding protein, contains Zn-ribbon domain	10685	7015	
COG1580	Flagellar basal body-associated protein FliL	19947	6500	
COG1581	Archaeal DNA-binding protein	739	4391	
COG1582	Uncharacterized protein YlzI, FlbEa/FlbD family	3385	4890	
COG1583	CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily	2097	5002	
COG1584	Succinate-acetate transporter protein	12210	5474	
COG1585	Membrane protein implicated in regulation of membrane protease activity	26985	6703	
COG1586	S-adenosylmethionine decarboxylase or arginine decarboxylase	16847	6762	
COG1587	Uroporphyrinogen-III synthase	37187	7176	
COG1588	RNase P/RNase MRP subunit p29	947	4226	
COG1589	Cell division septal protein FtsQ	42857	6990	
COG1590	tRNA(Phe) wybutosine-synthesizing methylase Tyw3	364	3847	
COG1591	Holliday junction resolvase, archaeal type	719	5125	
COG1592	Rubrerythrin	6667	6929	
COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	18054	6740	
COG1594	DNA-directed RNA polymerase, subunit M/Transcription elongation factor TFIIS	1211	5611	
COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	44688	7444	
COG1596	Periplasmic protein involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	21453	6992	
COG1597	Diacylglycerol kinase family enzyme	38106	7075	
COG1598	Predicted nuclease of the RNAse H fold, HicB family	13800	6679	
COG1599	ssDNA-binding replication factor A, large subunit	660	4647	
COG1600	Epoxyqueuosine reductase  QueG (queuosine biosynthesis)	32814	6947	
COG1601	Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain	1190	5153	
COG1602	Uncharacterized protein	919	4789	
COG1603	RNase P/RNase MRP subunit p30	834	3958	
COG1604	CRISPR/Cas system CMR subunit Cmr6, Cas7 group, RAMP superfamily	566	4863	
COG1605	Chorismate mutase	21376	6989	
COG1606	ATP-utilizing enzyme, PP-loop superfamily	4630	6470	
COG1607	Acyl-CoA hydrolase	33769	6975	
COG1608	Isopentenyl phosphate kinase	1219	4954	
COG1609	DNA-binding transcriptional regulator, LacI/PurR family	38676	7245	
COG1610	Uncharacterized conserved protein YqeY	26228	7066	
COG1611	Predicted Rossmann fold nucleotide-binding protein	42194	7241	
COG1612	Heme A synthase	23748	6485	
COG1613	ABC-type sulfate transport system, periplasmic component	21163	6195	
COG1614	CO dehydrogenase/acetyl-CoA synthase beta subunit	1023	5254	
COG1615	Uncharacterized membrane protein, UPF0182 family	7113	6768	
COG1617	tRNA threonylcarbamoyladenosine modification (KEOPS) complex,  Cgi121 subunit	553	3651	
COG1618	Nucleoside-triphosphatase THEP1	1871	5629	
COG1619	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)	23132	6762	
COG1620	L-lactate permease	25937	6687	
COG1621	Sucrose-6-phosphate hydrolase SacC, GH32 family	20718	6573	
COG1622	Heme/copper-type cytochrome/quinol oxidase, subunit 2	34599	7039	
COG1623	Diadenylate cyclase (c-di-AMP synthetase), DNA integrity scanning protein DisA	7125	5665	
COG1624	Diadenylate cyclase (c-di-AMP synthetase), DisA_N domain	18141	6778	
COG1625	Fe-S oxidoreductase, related to NifB/MoaA family	2399	5780	
COG1626	Neutral trehalase	10885	6041	
COG1627	Uncharacterized protein	104	3490	
COG1628	Endonuclease V homolog, UPF0215 family	1013	4178	
COG1629	Outer membrane receptor proteins, mostly Fe transport	24182	7226	
COG1630	NurA 5'-3' nuclease	204	3330	
COG1631	Ribosomal protein L44E	1155	4819	
COG1632	Ribosomal protein L15E	1076	5149	
COG1633	Rubrerythrin	5990	6141	
COG1634	Uncharacterized Rossmann fold enzyme	840	4567	
COG1635	Archaeal ribulose 1,5-bisphosphate synthetase/yeast thiazole synthase	1281	5976	
COG1636	Predicted ATPase, Adenine nucleotide alpha hydrolases (AANH) superfamily	16087	5681	
COG1637	Endonuclease NucS, RecB family	6233	5959	
COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	17479	6880	
COG1639	HD-like signal output (HDOD) domain, no enzymatic activity	7525	6161	
COG1640	4-alpha-glucanotransferase	24595	6968	
COG1641	Uncharacterized conserved protein, DUF111 family	3570	6455	
COG1643	HrpA-like RNA helicase	23248	6894	
COG1644	DNA-directed RNA polymerase, subunit N (RpoN/RPB10)	1162	4677	
COG1645	Uncharacterized Zn-finger containing protein, UPF0148 family	595	5041	
COG1646	Heptaprenylglyceryl phosphate synthase	9152	5648	
COG1647	Esterase/lipase	17640	6611	
COG1648	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)	14664	6848	
COG1649	Uncharacterized lipoprotein YddW, UPF0748 family	11250	6367	
COG1650	D-tyrosyl-tRNA(Tyr) deacylase	1212	4250	
COG1651	Protein-disulfide isomerase	38137	7190	
COG1652	Nucleoid-associated protein YgaU, contains BON and LysM domains	10264	6845	
COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	34052	7319	
COG1654	Biotin operon repressor	201	5915	
COG1655	Uncharacterized protein, DUF2225 family	2004	4552	
COG1656	Uncharacterized conserved protein, contains PIN domain	5451	5336	
COG1657	Squalene cyclase	3972	5991	
COG1658	5S rRNA maturation endonuclease (Ribonuclease M5), contains TOPRIM domain	13822	5191	
COG1659	Uncharacterized protein, linocin/CFP29 family	4444	5159	
COG1660	RNase adaptor protein for sRNA GlmZ degradation, contains a P-loop ATPase domain	38607	6974	
COG1661	Predicted DNA-binding protein with PD1-like DNA-binding motif	14382	5928	
COG1662	Transposase and inactivated derivatives, IS1 family	5244	5611	
COG1663	Tetraacyldisaccharide-1-P 4'-kinase	24866	6812	
COG1664	Cytoskeletal protein CcmA, bactofilin family	11066	6816	
COG1665	Predicted nucleotidyltransferase	554	4315	
COG1666	Uncharacterized conserved protein YajQ, UPF0234 family	26811	6629	
COG1667	Uncharacterized protein	10	2385	
COG1668	ABC-type Na+ efflux pump, permease component	16408	6932	
COG1669	Predicted nucleotidyltransferase	7906	6687	
COG1670	Protein N-acetyltransferase, RimJ/RimL family	45483	7267	
COG1671	Uncharacterized conserved protein YaiI, UPF0178 family	26760	5913	
COG1672	Predicted ATPase, archaeal AAA+ ATPase superfamily	3088	5827	
COG1673	Predicted RNA-binding protein, contains PUA-like EVE domain	267	3131	
COG1674	DNA segregation ATPase FtsK/SpoIIIE and related proteins	34879	7248	
COG1675	Transcription initiation factor IIE, alpha subunit	1078	5202	
COG1676	tRNA splicing endonuclease	1084	4500	
COG1677	Flagellar hook-basal body complex protein FliE	21358	6320	
COG1678	Putative transcriptional regulator, AlgH/UPF0301 family	27669	6771	
COG1679	Predicted aconitase	2557	5651	
COG1680	CubicO group peptidase, beta-lactamase class C family	40400	7262	
COG1681	Archaellin (archaeal flagellin)	476	4455	
COG1682	ABC-type polysaccharide/polyol phosphate export permease	41577	7084	
COG1683	Uncharacterized conserved protein YbbK, DUF523 family	11230	6081	
COG1684	Flagellar biosynthesis protein FliR	21872	6359	
COG1685	Archaeal shikimate kinase	808	4403	
COG1686	D-alanyl-D-alanine carboxypeptidase	39630	7081	
COG1687	Branched-chain amino acid transport protein AzlD	3360	3924	
COG1688	CRISPR/Cas system-associated protein Cas5, RAMP superfamily	744	4266	
COG1689	Uncharacterized protein	195	3980	
COG1690	RNA-splicing ligase RtcB, repairs tRNA damage	19400	6935	
COG1691	NCAIR mutase (PurE)-related protein	4401	6353	
COG1692	Calcineurin-like phosphoesterase	13852	6566	
COG1693	Repressor of nif and glnA expression	444	4928	
COG1694	NTP pyrophosphatase, house-cleaning of non-canonical NTPs	19731	6704	
COG1695	DNA-binding transcriptional regulator, PadR family	35153	7011	
COG1696	D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily	20381	6513	
COG1697	DNA topoisomerase VI, subunit A	1258	5629	
COG1698	Uncharacterized protein, UPF0147 family	731	3898	
COG1699	Flagellar assembly factor FliW	5558	5905	
COG1700	Predicted component of virus defense system, contains PD-(D/E)xK nuclease domain, DUF524	455	4782	
COG1701	Archaeal phosphopantothenate synthetase	840	4580	
COG1702	Phosphate starvation-inducible protein PhoH, predicted ATPase	42713	7338	
COG1703	Putative periplasmic protein kinase ArgK or related GTPase of G3E family	13717	6979	
COG1704	Uncharacterized conserved protein	24479	7119	
COG1705	Flagellum-specific peptidoglycan hydrolase FlgJ	19734	6414	
COG1706	Flagellar basal body P-ring protein FlgI	18512	6371	
COG1707	Uncharacterized protein, contains ACT and thioredoxin-like domains	146	5130	
COG1708	Predicted nucleotidyltransferase	6707	6099	
COG1709	Predicted transcriptional regulator	716	5632	
COG1710	Uncharacterized protein	121	3432	
COG1711	DNA replication initiation complex subunit, GINS family	549	3607	
COG1712	Predicted dinucleotide-utilizing enzyme	5327	5785	
COG1713	HD superfamily phosphohydrolase YqeK (fused to NMNAT in mycoplasms)	14789	5597	
COG1714	Uncharacterized membrane protein YckC, RDD family	21086	6639	
COG1715	Restriction endonuclease Mrr	6683	6282	
COG1716	Forkhead associated (FHA) domain, binds pSer, pThr, pTyr	5922	6948	
COG1717	Ribosomal protein L32E	1189	5125	
COG1718	Serine/threonine-protein kinase RIO1	5680	5849	
COG1719	Predicted hydrocarbon binding protein, contains 4VR domain	1302	5152	
COG1720	tRNA (Thr-GGU) A37 N-methylase	18910	6147	
COG1721	Uncharacterized conserved protein, DUF58 family, contains vWF domain	13876	7072	
COG1722	Exonuclease VII small subunit	41096	6994	
COG1723	Uncharacterized protein, Rmd1/YagE family	1376	5157	
COG1724	Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family	7947	6421	
COG1725	DNA-binding transcriptional regulator YhcF, GntR family	21818	6668	
COG1726	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrA	7386	5957	
COG1727	Ribosomal protein L18E	1183	5493	
COG1728	Uncharacterized protein YaaR, TM1646/DUF327 family	3841	3717	
COG1729	Periplasmic TolA-binding protein (function unknown)	21367	7168	
COG1730	Prefoldin subunit 5	1195	5048	
COG1731	Archaeal riboflavin synthase	455	3592	
COG1732	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)	31150	6500	
COG1733	DNA-binding transcriptional regulator, HxlR family	36723	7021	
COG1734	RNA polymerase-binding transcription factor DksA	31560	7209	
COG1735	Predicted metal-dependent hydrolase, phosphotriesterase family	11963	5994	
COG1736	Diphthamide synthase subunit DPH2	1097	5083	
COG1737	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	31889	6770	
COG1738	Uncharacterized PurR-regulated membrane protein YhhQ, DUF165 family	26824	6508	
COG1739	Putative translation regulator, IMPACT (imprinted ancient) protein family	36702	6281	
COG1740	Ni,Fe-hydrogenase I small subunit	10352	6660	
COG1741	Redox-sensitive bicupin YhaK, pirin superfamily	28997	6957	
COG1742	Uncharacterized inner membrane protein YnfA, drug/metabolite transporter superfamily	23517	5298	
COG1743	Adenine-specific DNA methylase, contains a Zn-ribbon domain	1351	6178	
COG1744	Basic membrane lipoprotein Med, periplasmic binding protein (PBP1-ABC) superfamily	15537	7036	
COG1745	Uncharacterized protein	448	2390	
COG1746	tRNA nucleotidyltransferase (CCA-adding enzyme)	930	5363	
COG1747	Uncharacterized N-terminal domain of the transcription elongation factor GreA	939	5318	
COG1748	Saccharopine dehydrogenase, NADP-dependent	14618	6927	
COG1749	Flagellar hook protein FlgE	19258	6704	
COG1750	Predicted archaeal serine protease, S18 family	196	4785	
COG1751	Uncharacterized protein	655	3773	
COG1752	Predicted acylesterase/phospholipase RssA, containd patatin domain	29504	7177	
COG1753	Predicted antitoxin, CopG family	305	3365	
COG1754	Uncharacterized C-terminal domain of topoisomerase IA	146	6745	
COG1755	Uncharacterized protein YpbQ, isoprenylcysteine carboxyl methyltransferase (ICMT) family	12250	4793	
COG1756	rRNA pseudouridine-1189 N-methylase Emg1, Nep1/Mra1 family	606	4346	
COG1757	Na+/H+ antiporter NhaC	19832	6249	
COG1758	DNA-directed RNA polymerase, subunit K/omega	44006	7251	
COG1759	5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate synthetase (purine biosynthesis)	764	4917	
COG1760	L-serine deaminase	39289	6834	
COG1761	DNA-directed RNA polymerase, subunit L	1147	4863	
COG1762	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	32446	6995	
COG1763	Molybdopterin-guanine dinucleotide biosynthesis protein	20796	6546	
COG1764	Organic hydroperoxide reductase OsmC/OhrA	31408	6587	
COG1765	Uncharacterized OsmC-related protein	29427	7176	
COG1766	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ	21851	6715	
COG1767	Triphosphoribosyl-dephospho-CoA synthetase	16343	5877	
COG1768	Predicted phosphohydrolase	1790	5179	
COG1769	CRISPR/Cas system CMR-associated protein Cmr3, group 5 of RAMP superfamily	583	4347	
COG1770	Protease II	20261	6755	
COG1771	Uncharacterized protein, contains N-terminal Zn-finger domain	110	3144	
COG1772	Uncharacterized protein	183	3206	
COG1773	Rubredoxin	16660	6536	
COG1774	Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development)	14364	6613	
COG1775	Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB	6732	5716	
COG1776	Chemotaxis protein CheY-P-specific phosphatase CheC	8086	5777	
COG1777	Predicted transcriptional regulator	556	5181	
COG1778	 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases	22017	6843	
COG1779	C4-type Zn-finger protein	706	5080	
COG1780	Protein involved in ribonucleotide reduction	24018	4834	
COG1781	Aspartate carbamoyltransferase, regulatory subunit	13052	5513	
COG1782	Predicted metal-dependent RNase, contains metallo-beta-lactamase and KH domains	1249	6501	
COG1783	Phage terminase large subunit	9289	5849	
COG1784	TctA family transporter	559	4248	
COG1785	Alkaline phosphatase	20165	6562	
COG1786	Swiveling domain associated with predicted aconitase	1559	5080	
COG1787	Endonuclease, HJR/Mrr/RecB family	787	5348	
COG1788	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit	22749	6862	
COG1790	Uncharacterized protein	32	3463	
COG1791	Acireductone dioxygenase (methionine salvage), cupin superfamily	7584	5365	
COG1792	Cell shape-determining protein MreC	38988	7144	
COG1793	ATP-dependent DNA ligase	14296	6869	
COG1794	Aspartate/glutamate racemase	19258	6412	
COG1795	Formaldehyde-activating enzyme nesessary for methanogenesis	1333	5536	
COG1796	DNA polymerase/3'-5' exonuclease PolX	10636	6144	
COG1797	Cobyrinic acid a,c-diamide synthase	17271	6723	
COG1798	Diphthamide biosynthesis methyltransferase	1172	4957	
COG1799	FtsZ-interacting cell division protein YlmF	19562	6132	
COG1800	Predicted transglutaminase-like protease	36	2447	
COG1801	Uncharacterized conserved protein YecE, DUF72 family	26667	6125	
COG1802	DNA-binding transcriptional regulator, GntR family	35166	6949	
COG1803	Methylglyoxal synthase	18910	6283	
COG1804	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	23202	7007	
COG1805	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrB	7464	6143	
COG1806	Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities)	30586	6644	
COG1807	4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	22506	7077	
COG1808	Uncharacterized membrane protein	3002	5488	
COG1809	Phosphosulfolactate synthase, CoM biosynthesis protein A	1511	5568	
COG1810	Uncharacterized protein	270	3652	
COG1811	Uncharacterized membrane protein YqgA, affects biofilm formation	13047	5675	
COG1812	Archaeal S-adenosylmethionine synthetase	1593	5015	
COG1813	Archaeal ribosome-binding protein aMBF1, putative translation factor, contains Zn-ribbon and HTH domains	997	6837	
COG1814	Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family	13362	6635	
COG1815	Flagellar basal body rod protein FlgB	22465	6497	
COG1816	Adenosine deaminase	26816	6813	
COG1817	Predicted glycosyltransferase	965	5400	
COG1818	tRNA(Ser,Leu) C12 N-acetylase TAN1, contains THUMP domain	482	3792	
COG1819	UDP:flavonoid glycosyltransferase YjiC, YdhE family	18874	6685	
COG1820	N-acetylglucosamine-6-phosphate deacetylase	34828	6900	
COG1821	Predicted ATP-dependent carboligase, ATP-grasp superfamily	656	4851	
COG1822	Uncharacterized membrane protein	91	2168	
COG1823	L-cystine uptake protein TcyP, sodium:dicarboxylate symporter family	21170	5308	
COG1824	Permease, similar to cation transporters	612	3941	
COG1825	Ribosomal protein L25 (general stress protein Ctc)	43144	7152	
COG1826	Sec-independent protein translocase protein TatA	31344	7314	
COG1827	Transcriptional regulator of NAD metabolism, contains HTH and 3H domains	6910	4067	
COG1828	Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component	20404	6573	
COG1829	Archaeal pantoate kinase	882	4548	
COG1830	Fructose-bisphosphate aldolase class Ia, DhnA family	14393	6809	
COG1831	Predicted metal-dependent hydrolase, urease superfamily	571	4105	
COG1832	Predicted CoA-binding protein	22041	6701	
COG1833	Uri superfamily endonuclease	1103	4532	
COG1834	N-Dimethylarginine dimethylaminohydrolase	10206	6537	
COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	35916	6899	
